dataset,classifier,splitter,train_size,train_time,eval_size,eval_time,classifier_size,accuracy,class,class_size,precision,recall
annealing,knn,ratiorange,383,0.02713,415,0.33423,651264,0.96627,4,0,,
annealing,knn,ratiorange,383,0.02713,415,0.33423,651264,0.96627,5,29,1.0,1.0
annealing,knn,ratiorange,391,0.02645,407,0.32245,663552,0.97052,1,1,1.0,1.0
annealing,knn,ratiorange,391,0.02645,407,0.32245,663552,0.97052,3,312,0.9716981132075472,0.9903846153846154
annealing,knn,ratiorange,391,0.02645,407,0.32245,663552,0.97052,2,50,0.9545454545454546,0.84
annealing,knn,ratiorange,391,0.02645,407,0.32245,663552,0.97052,U,15,0.9333333333333333,0.9333333333333333
annealing,knn,ratiorange,391,0.02645,407,0.32245,663552,0.97052,4,0,,
annealing,knn,ratiorange,391,0.02645,407,0.32245,663552,0.97052,5,29,1.0,1.0
annealing,knn,ratiorange,399,0.02885,399,0.31547,675840,0.96992,1,1,1.0,1.0
annealing,knn,ratiorange,399,0.02885,399,0.31547,675840,0.96992,3,306,0.9711538461538461,0.9901960784313726
annealing,knn,ratiorange,399,0.02885,399,0.31547,675840,0.96992,2,48,0.975609756097561,0.8333333333333334
