dataset,classifier,splitter,train_size,train_time,eval_size,eval_time,classifier_size,accuracy,class,class_size,precision,recall
annealing,bayes,ratiorange,327,0.01034,471,0.14503,24576,0.93418,4,0,,
annealing,bayes,ratiorange,327,0.01034,471,0.14503,24576,0.93418,5,33,1.0,1.0
annealing,bayes,ratiorange,335,0.01054,463,0.14189,24576,0.92657,1,3,0.5,1.0
annealing,bayes,ratiorange,335,0.01054,463,0.14189,24576,0.92657,3,352,0.9937888198757764,0.9090909090909091
annealing,bayes,ratiorange,335,0.01054,463,0.14189,24576,0.92657,2,54,0.9811320754716981,0.9629629629629629
annealing,bayes,ratiorange,335,0.01054,463,0.14189,24576,0.92657,U,21,0.42857142857142855,1.0
annealing,bayes,ratiorange,335,0.01054,463,0.14189,24576,0.92657,4,0,,
annealing,bayes,ratiorange,335,0.01054,463,0.14189,24576,0.92657,5,33,1.0,1.0
annealing,bayes,ratiorange,343,0.01086,455,0.14119,24576,0.92747,1,2,0.4,1.0
annealing,bayes,ratiorange,343,0.01086,455,0.14119,24576,0.92747,3,347,0.9937106918238994,0.9106628242074928
annealing,bayes,ratiorange,343,0.01086,455,0.14119,24576,0.92747,2,54,0.9629629629629629,0.9629629629629629
annealing,bayes,ratiorange,343,0.01086,455,0.14119,24576,0.92747,U,20,0.43478260869565216,1.0
annealing,bayes,ratiorange,343,0.01086,455,0.14119,24576,0.92747,4,0,,
annealing,bayes,ratiorange,343,0.01086,455,0.14119,24576,0.92747,5,32,1.0,1.0
annealing,bayes,ratiorange,351,0.01101,447,0.1393,24576,0.92841,1,2,0.4,1.0
annealing,bayes,ratiorange,351,0.01101,447,0.1393,24576,0.92841,3,339,0.9935691318327974,0.911504424778761
annealing,bayes,ratiorange,351,0.01101,447,0.1393,24576,0.92841,2,54,0.9629629629629629,0.9629629629629629
annealing,bayes,ratiorange,351,0.01101,447,0.1393,24576,0.92841,U,20,0.4444444444444444,1.0
annealing,bayes,ratiorange,351,0.01101,447,0.1393,24576,0.92841,4,0,,
annealing,bayes,ratiorange,351,0.01101,447,0.1393,24576,0.92841,5,32,1.0,1.0
annealing,bayes,ratiorange,359,0.01119,439,0.13491,24576,0.93166,1,2,0.4,1.0
annealing,bayes,ratiorange,359,0.01119,439,0.13491,24576,0.93166,3,334,0.9935064935064936,0.9161676646706587
annealing,bayes,ratiorange,359,0.01119,439,0.13491,24576,0.93166,2,53,0.9622641509433962,0.9622641509433962
annealing,bayes,ratiorange,359,0.01119,439,0.13491,24576,0.93166,U,19,0.4523809523809524,1.0
annealing,bayes,ratiorange,359,0.01119,439,0.13491,24576,0.93166,4,0,,
annealing,bayes,ratiorange,359,0.01119,439,0.13491,24576,0.93166,5,31,1.0,1.0
annealing,bayes,ratiorange,367,0.01149,431,0.13375,24576,0.92807,1,1,0.25,1.0
annealing,bayes,ratiorange,367,0.01149,431,0.13375,24576,0.92807,3,329,0.9933774834437086,0.9118541033434651
